SOCIETA;NUMERO_INTERNO;TARGA;NAZIONE_IMMATRICOLAZIONE;GESTITO;DESCRIZIONE;TIPO_VEICOLO;CASA_COSTRUTTRICE;TIPO_SERVIZIO;TIPO_SPECIFICA;SEDE_GESTIONE;AUTISTA_SEDE;AUTISTA_CODICE;SECONDO_AUTISTA_SEDE;SECONDO_AUTISTA_CODICE;NUMERO_INTERNO_ABBINATO;FORNITORE_CLIFOR;FORNITORE;DATA_ACQUISTO;DATA_IMMATRICOLAZIONE;OPERATORE;DISPONENTE;MOTORE_TIPO;MOTORE_NUMERO;KW;TELAIO_NUMERO;NUMERO_PIC;PORTATA;TARA;PESO_RIMORCHIABILE;PASSO;LUNGHEZZA_ESTERNA;LUNGHEZZA_INTERNA;LARGHEZZA_ESTERNA;LARGHEZZA_INTERNA;ALTEZZA_ESTERNA;ALTEZZA_INTERNA_ANTERIORE;ALTEZZA_INTERNA_POSTERIORE;CUBAGGIO;LIMITATORE_VELOCITA;RETARDER;RETARDER_TIPO;RALLA_TIPO;RALLA_DESCRIZIONE;RALLA_ALTEZZA;RALLA_ALTEZZA_MINIMA;RALLA_ALTEZZA_MASSIMA;ALLESTIMENTO;PIANALE;PORTA_POSTERIORE;ALZA_ABBASSA;SERBATOIO_1_LITRI;SERBATOIO_1_CENTIMETRI;SERBATOIO_2_LITRI;SERBATOIO_2_CENTIMETRI;SERBATOIO_LT_PER_CM;KM_PER_LITRO_MINIMO;KM_PER_LITRO_MASSIMO;GO_BOX;GO_BOX_DATA_MONTAGGIO;GO_BOX_NUMERO;GO_BOX_NOTE;SUPERTECH;SUPERTECH_DATA_MONTAGGIO;SUPERTECH_NOTE;NUMERO_CELLULARE;NUMERO_SATELLITARE;NUMERO_TRANSPONDER;PROTOCOLLO_MESSAGGI_SATELLITARE;TIPO_DISCHI;COLORE;PUBBLICITA;CHIUSURA_TIPO;CHIUSURA_MONTAGGIO;PRESA_A_TERRA;PRESA_A_TERRA_TIPO;DOPPIO_TETTO;ADR;KIT_AUSTRIA;REVISIONE_STATO;REVISIONE_DATA_PRENOTAZIONE;REVISIONE_DATA_REVISIONE;REVISIONE_NOTE;PIANO_MANUTENZIONE;CORREZIONE_KM;ECOPUNTI;ALIENATO;ALIENATO_DATA;ALIENATO_MOTIVO;ALIENATO_DESTINAZIONE;ALIENATO_VALUTA;ALIENATO_IMPORTO;RICAVO_GRUPPO;RICAVO_CONTO;RICAVO_SOTTOCONTO;LICENZA_CONTO_TERZI;LICENZA_INTRACOMUNITARIA;CISTERNA_SCOMPARTI_NUMERO;CISTERNA_SCARICO_ATTREZZATURA;CISTERNA_SCARICO_DISPOSITIVI;CISTERNA_SCARICO_REGIME;CISTERNA_VALVOLA;CISTERNA_RISCALDAMENTO;CISTERNA_SERPENTINE;CISTERNA_VASCHETTE;COSTO_KM;KM_ANNUI;NOME_FILE_FOTO;NOTE;INSERT_UTENTE;INSERT_DATA_ORA;UPDATE_UTENTE;UPDATE_DATA_ORA;SOCIETA_OFFICINA;TIPO_SATELLITARE;ID;RIFIUTI;UTILIZZO_GPRS;TIPO_SMS;VERSIONE_SOFTWARE_BORDO;VERSIONE_SOFTWARE_BORDO_DATA_ORA;VERSIONE_SOFTWARE_BORDO_DATA_ORA_RILEVAZIONE;CISTERNA_ADR_CODICE_CISTERNA;GO_BOX_NUMERO_PAN;WEB_TRACKING;PLANNING_ORDINE;SERBATOIO_MOTORE_AUSILIARIO_PRESENZA;SERBATOIO_MOTORE_AUSILIARIO_LITRI;CLASSE_EMISSIONE;DATA_PRIMA_IMMATRICOLAZIONE;CODICE_ESTERNO;DA_SINCRONIZZARE_IN_MOVO;MOVO_APPARATO;SINCRONIZZAZIONE_IN_MOVO_AVVENUTA;CINGHIE_FISSE;KM_PER_LITRO_MINIMO_UREA;KM_PER_LITRO_MASSIMO_UREA;RILEVAZIONE_DATE_ORE_EFFETTIVE_DISPOSIZIONE;CODICE_ILU_OLD;ALTEZZA_INTERNA_LATERALE_ANTERIORE;ALTEZZA_INTERNA_LATERALE_POSTERIORE;CDC;INVIO_VIAGGI_BORDO;PRESENZA_GANCI_NAVE;GESTIONE_HUPAC;PROFILO_SAGOMA_LIMITE;COMPATIBILITA_CON_CARRO;ALTEZZA_SELLETTA;OMOLOGAZIONE_VELOCITA;CODICE_ILU;CAPACITA_DI_CARICO;TIPO_CARBURANTE;VALORE_ACQUISTO;TIPO_ALIMENTAZIONE;IDENTIFICATIVO_ESTERNO;MODELLO;POSIZIONE_INIZIALE_DATA_ORA;POSIZIONE_INIZIALE_INDIRIZZO;POSIZIONE_INIZIALE_CAP;POSIZIONE_INIZIALE_LOCALITA;POSIZIONE_INIZIALE_SITO;POSIZIONE_INIZIALE_PROVINCIA;POSIZIONE_INIZIALE_NAZIONE;POSIZIONE_INIZIALE_ZONA;POSIZIONE_INIZIALE_LATITUDINE;POSIZIONE_INIZIALE_LONGITUDINE;TACHIMETRO_TACHIGRAFO;CONTAORE_1;CONTAORE_2;CONTAORE_3;PIANO_MANUTENZIONE_NEW;CISTERNA_TIPO_MATERIALE_DI_COSTRUZIONE;FOTO
11;35OLD1;EJ957RC;I;S;SCANIA CV 560 Euro5 + PDF;TR;SC;NN;NULL;02;NULL;NULL;NULL;NULL;NULL;F;1150;2012-02-02 00:00:00.000;2012-02-02 00:00:00.000;56;05;NULL;NULL;412;VLUR4X20009166445;NULL;NULL;7670;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;N;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;N;N;625.00;0.00;0.00;0.00;0.00;NULL;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;LEGA ALCOA;BIANCO-BLU;NULL;NULL;NULL;N;NULL;N;N;N;X;NULL;NULL;NULL;M1;NULL;5;S;2017-10-09 00:00:00.000;vendita;INDUSTRIAL CAR;EURO;25000,00;NULL;NULL;NULL;34314/1017587;M/00074128;NULL;NULL;NULL;NULL;NULL;N;N;N;0,00;NULL;NULL;NULL;STEFANO;2012-02-03 12:37:00.000;STEFANO;2018-01-17 10:22:18.000;11;N;1229;N;NULL;NULL;00002.00003.00006.00000;2010-10-08 01:12:00.000;2012-03-24 11:08:00.000;NULL;NULL;N;0;N;NULL;5;2012-02-02 00:00:00.000;NULL;S;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;N;N;NULL;NULL;0;NULL;NULL;NULL;G;NULL;CA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;S;NULL;NULL;NULL;NULL;NULL;NULL
11;35OLD2;CW648DH;I;S;Scania r470;TR;SC;NI;NULL;02;SE;77;NULL;NULL;NULL;F;1150;2005-05-25 00:00:00.000;2005-05-25 00:00:00.000;PA;05;NULL;NULL;NULL;XLER4X20005124412;NULL;NULL;7300;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;S;S;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;N;N;625.00;0.00;175.00;0.00;0.00;2.70;3.00;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;LEGA ALCOA;BIANCO;NULL;NULL;NULL;N;NULL;N;N;N;R;NULL;2005-05-25 00:00:00.000;NULL;NULL;3.00;3;S;2011-01-05 00:00:00.000;VENDITA\;SCANIA COMMERCIALE;EURO;20000,00;NULL;NULL;NULL;287723;58359;NULL;NULL;NULL;NULL;NULL;N;N;N;0,00;NULL;NULL;NULL;STEFANO;2005-05-25 14:04:00.000;STEFANOB;2011-01-07 16:17:00.000;11;N;793;N;NULL;NULL;00002.00003.00001.00000;2010-10-08 01:12:00.000;2010-12-06 15:30:00.000;NULL;NULL;N;0;N;NULL;3;2005-05-25 00:00:00.000;NULL;S;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;N;N;NULL;NULL;0;NULL;NULL;NULL;G;NULL;CA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;S;NULL;NULL;NULL;NULL;NULL;NULL
11;35OLD3;FL816PL;I;S;SCANIA R450 Euro6 New Generation;TR;SC;NN;TRA;02;NULL;NULL;NULL;NULL;NULL;F;1150;2017-11-07 00:00:00.000;2017-11-07 00:00:00.000;49;35;NULL;NULL;360;YS2R4X20009229467;NULL;NULL;7750;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;N;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;N;N;550.00;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;N;N;N;R;NULL;2020-11-07 00:00:00.000;MTS BERGAMASCHI;M4;NULL;3;S;2021-12-21 00:00:00.000;RESTITUZIONE;SCANIA COMMERCIALE;NULL;NULL;NULL;NULL;NULL;NULL;RESTITUITA 22/12;NULL;NULL;NULL;NULL;NULL;N;N;N;0,00;NULL;NULL;NULL;STEFANO;2022-02-25 16:39:32.000;SVC-MOVO;2022-02-25 16:44:54.000;11;N;1778;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;0;N;NULL;C;2017-11-07 00:00:00.000;NULL;N;NULL;S;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;S;N;N;NULL;NULL;0;NULL;NULL;NULL;G;NULL;CA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;S;NULL;NULL;NULL;NULL;NULL;NULL
11;36OLD;BK873RM;I;S;SCANIA R164/480;TR;SC;NI;TRA;02;SE;255;NULL;NULL;NULL;F;1150;2000-06-30 00:00:00.000;2000-06-30 00:00:00.000;NULL;NULL;NULL;NULL;NULL;VLUR4X20009053700;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;S;S;SCANIA;A;NULL;NULL;NULL;NULL;NULL;NULL;S;S;700.00;0.00;200.00;0.00;0.00;NULL;NULL;S;2000-06-30 00:00:00.000;NULL;NULL;N;NULL;NULL;NULL;00393355051496;NULL;1;ALCOA ALLUMINIO;BIANCO;NULL;NULL;NULL;N;NULL;N;N;S;R;NULL;2003-04-05 00:00:00.000;NULL;NULL;3.00;5;S;2004-11-08 00:00:00.000;Vendita;Scania commerciale;EURO;41000,00;NULL;NULL;NULL;NULL;19202;NULL;NULL;NULL;NULL;NULL;N;N;N;0,00;NULL;NULL;NULL;CONVERSIONE;2001-12-07 14:26:00.000;STEFANO;2007-03-09 10:47:00.000;11;NM;161;N;NULL;G;NULL;NULL;NULL;NULL;NULL;N;0;N;NULL;NULL;2000-06-30 00:00:00.000;NULL;S;NULL;N;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;N;N;N;NULL;NULL;0;NULL;NULL;NULL;G;NULL;CA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;S;NULL;NULL;NULL;NULL;NULL;NULL
11;36OLD1;DB270WS;I;S;Scania r470;TR;SC;NI;NULL;02;SE;75;NULL;NULL;NULL;F;1150;2005-05-25 00:00:00.000;2006-05-03 00:00:00.000;47;05;NULL;NULL;NULL;XLER4X20005124242;NULL;NULL;7300;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;S;S;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;N;N;625.00;0.00;175.00;0.00;0.00;2.70;3.00;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;LEGA ALCOA;BIANCO;NULL;NULL;NULL;N;NULL;N;N;N;N;NULL;NULL;NULL;NULL;3.00;3;S;2012-12-27 00:00:00.000;VENDITA;OFFICINE BRENNERO;EURO;21500,00;NULL;NULL;NULL;34409-1018376;M/00074128;NULL;NULL;NULL;NULL;NULL;N;N;N;0,00;NULL;NULL;NULL;STEFANO;2005-05-25 14:06:00.000;CASSA;2012-12-25 11:57:00.000;11;N;907;N;NULL;NULL;00002.00003.00004.00001;2010-10-08 01:12:00.000;2012-10-01 12:08:00.000;NULL;NULL;N;0;N;NULL;3;2005-05-25 00:00:00.000;NULL;S;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;N;N;NULL;NULL;0;NULL;NULL;NULL;G;NULL;CA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;S;NULL;NULL;NULL;NULL;NULL;NULL
11;36OLD2;EV769GE;I;S;SCANIA R490 Euro6 Cambio Automatico;TR;SC;NN;NULL;02;NULL;NULL;NULL;NULL;NULL;F;1150;2014-05-12 00:00:00.000;2014-05-12 00:00:00.000;49;05;NULL;NULL;360;YS2R4X20009186468;NULL;NULL;7650;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;N;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;N;N;625.00;0.00;0.00;0.00;0.00;NULL;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;N;N;N;X;NULL;NULL;NULL;M4;NULL;3;S;2017-11-14 00:00:00.000;RESTITUZIONE;SCANIA COMMERCIALE;NULL;NULL;NULL;NULL;NULL;034372-1017910;M/00074128;NULL;NULL;NULL;NULL;NULL;N;N;N;0,00;NULL;NULL;NULL;STEFANO;2014-05-12 16:38:00.000;SVC-MOVO;2018-01-17 10:30:51.000;11;N;1368;N;NULL;NULL;00004.00006.00002.00001;2010-10-08 01:12:00.000;2014-09-12 16:22:00.000;NULL;NULL;N;0;N;NULL;6;2014-05-12 00:00:00.000;NULL;N;NULL;S;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;N;N;NULL;NULL;0;NULL;NULL;NULL;G;NULL;CA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;S;NULL;NULL;NULL;NULL;NULL;NULL
11;36OLD3;FP969YF;I;S;MAN TGX 18.460 EURO 6c;TR;MN;MP;NULL;02;NULL;NULL;NULL;NULL;NULL;F;3159;2018-06-01 00:00:00.000;2018-06-01 00:00:00.000;MN;05;NULL;NULL;353;WMA06XZZ9JM793496;NULL;NULL;7500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;N;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;N;N;490.00;0.00;0.00;0.00;0.00;2.90;3.50;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;LEGA ALCOA;BIANCO;NULL;NULL;NULL;N;NULL;N;N;N;R;NULL;2021-03-01 00:00:00.000;MTS BERGAMASCHI;NULL;NULL;5;S;2021-05-31 00:00:00.000;RESTITUITO;MAN TRUCK & BUS (DA ARDUINI);NULL;NULL;NULL;NULL;NULL;103797;M/00088879/1085877;NULL;NULL;NULL;NULL;NULL;N;N;N;0,00;NULL;NULL;NULL;CASSA;2021-10-28 08:07:14.000;SVC-MOVO;2021-10-28 08:15:23.000;11;N;1683;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;0;N;NULL;C;2018-06-01 00:00:00.000;NULL;N;NULL;S;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;S;N;N;NULL;NULL;0;NULL;NULL;NULL;G;NULL;CA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;S;NULL;NULL;NULL;NULL;NULL;NULL
11;37OLD;BM918NJ;I;S;SCANIA R164/480;TR;SC;NI;NULL;02;SE;166;NULL;NULL;NULL;F;1150;2000-10-16 00:00:00.000;2000-10-16 00:00:00.000;NULL;NULL;SCANIA;NULL;NULL;XLER4X20004441632;NULL;NULL;7500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;S;S;SCANIA;A;NULL;NULL;NULL;NULL;NULL;NULL;S;S;700.00;0.00;200.00;0.00;0.00;2.50;3.10;S;2003-09-28 00:00:00.000;id:1234008469;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;ALCOA ALLUMINIO;BIANCO;NULL;NULL;NULL;N;NULL;N;N;S;R;NULL;2003-02-22 00:00:00.000;NULL;NULL;3.00;5;S;2005-12-02 00:00:00.000;VENDITA;SCANIA COMMERCIALE;EURO;41000,00;NULL;NULL;NULL;NULL;169842;NULL;NULL;NULL;NULL;NULL;N;N;N;0,00;NULL;NULL;NULL;CONVERSIONE;2001-12-07 14:26:00.000;STEFANO;2007-03-09 10:48:00.000;11;N;371;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;0;N;NULL;NULL;2000-10-16 00:00:00.000;NULL;S;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;N;N;NULL;NULL;0;NULL;NULL;NULL;G;NULL;CA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;S;NULL;NULL;NULL;NULL;NULL;NULL
11;38OLD;BP450BG;I;S;SCANIA R164/480;TR;SC;NI;NULL;02;SE;271;NULL;NULL;NULL;F;1150;2001-01-03 00:00:00.000;2001-01-03 00:00:00.000;NULL;NULL;NULL;NULL;NULL;XLER4X20004444685;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;S;S;SCANIA;A;NULL;NULL;NULL;NULL;NULL;NULL;S;S;700.00;0.00;200.00;0.00;0.00;NULL;NULL;S;2001-01-03 00:00:00.000;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;ALCOA ALLUMINIO;BIANCO;NULL;NULL;NULL;N;NULL;N;N;S;R;NULL;2003-02-22 00:00:00.000;NULL;NULL;3.00;5;S;2005-11-19 00:00:00.000;vendita;Scania ommerciale;EURO;41000,00;NULL;NULL;NULL;NULL;169824;NULL;NULL;NULL;NULL;NULL;N;N;N;0,00;NULL;NULL;NULL;CONVERSIONE;2001-12-07 14:26:00.000;STEFANO;2007-03-09 10:48:00.000;11;N;371;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;0;N;NULL;NULL;2001-01-03 00:00:00.000;NULL;S;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;N;N;NULL;NULL;0;NULL;NULL;NULL;G;NULL;CA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;S;NULL;NULL;NULL;NULL;NULL;NULL
11;38OLD1;CZ462BJ;I;N;Scania r470;TR;SC;NI;NULL;02;NULL;NULL;NULL;NULL;NULL;F;1150;2006-01-02 00:00:00.000;2006-01-02 00:00:00.000;47;05;NULL;NULL;NULL;XLER4X20005134643;NULL;NULL;7300;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;S;S;NULL;A;NULL;NULL;NULL;NULL;NULL;NULL;N;N;625.00;0.00;0.00;0.00;0.00;2.70;3.00;N;NULL;NULL;NULL;N;NULL;NULL;M2M Gold;NULL;NULL;NULL;LEGA ALCOA;BIANCO;NULL;NULL;NULL;N;NULL;N;N;N;N;NULL;NULL;NULL;NULL;3.00;3;S;2012-10-01 00:00:00.000;vendita;SCANIA COMMERCIALE;EURO;20000,00;NULL;NULL;NULL;287646;58359;NULL;NULL;NULL;NULL;NULL;N;N;N;0,00;NULL;NULL;NULL;STEFANO;2006-01-02 18:22:00.000;STEFANO;2012-12-17 22:20:00.000;11;N;908;N;NULL;NULL;00002.00003.00006.00000;2010-10-08 01:12:00.000;2012-03-24 11:56:00.000;NULL;NULL;N;0;N;NULL;3;2006-01-02 00:00:00.000;NULL;S;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;N;N;NULL;NULL;0;NULL;NULL;NULL;G;NULL;CA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;S;NULL;NULL;NULL;NULL;NULL;NULL
11;38OLD2;EV770GE;I;S;SCANIA R490 Euro6 Cambio Automatico;TR;SC;NN;NULL;02;NULL;NULL;NULL;NULL;NULL;F;1150;2014-05-12 00:00:00.000;2014-05-12 00:00:00.000;49;NULL;NULL;NULL;360;YS2R4X20009186478;NULL;NULL;7650;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;N;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;N;N;625.00;0.00;0.00;0.00;0.00;NULL;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;N;N;N;X;NULL;NULL;NULL;M4;NULL;3;S;2017-11-16 00:00:00.000;RESTITUZIONE;SCANIA COMMERCIALE;NULL;NULL;NULL;NULL;NULL;034392-1018154;M/00074128;NULL;NULL;NULL;NULL;NULL;N;N;N;0,00;NULL;NULL;NULL;STEFANO;2014-05-12 16:56:00.000;SVC-MOVO;2018-01-17 10:30:51.000;11;N;1369;N;NULL;NULL;00004 00010 00002 00013;2010-10-08 01:12:00.000;2016-10-21 13:06:00.000;NULL;NULL;N;0;N;NULL;6;2014-05-12 00:00:00.000;NULL;N;NULL;S;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;N;N;NULL;NULL;0;NULL;NULL;NULL;G;NULL;CA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;S;NULL;NULL;NULL;NULL;NULL;NULL
11;38OLD3;FP970YF;I;S;MAN TGX 18.460 EURO 6c;TR;MN;MP;TRA;02;NULL;NULL;NULL;NULL;NULL;F;3159;2018-06-01 00:00:00.000;2018-06-01 00:00:00.000;MN;31;NULL;NULL;353;WMA06XZZ0JM793807;NULL;NULL;7500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;N;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;N;N;490.00;NULL;NULL;NULL;NULL;2.90;3.50;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;LEGA ALCOA;BIANCO;NULL;NULL;NULL;N;NULL;N;N;N;R;NULL;2020-06-03 00:00:00.000;MTS MATTINA;NULL;NULL;5;S;2021-06-01 00:00:00.000;RESTITUITO;MAN TRUCK & BUS (DA ARDUINI);NULL;NULL;NULL;NULL;NULL;104058;M/00088879/1085938;NULL;NULL;NULL;NULL;NULL;N;N;N;0,00;NULL;NULL;NULL;CASSA;2021-10-28 08:17:01.000;SVC-MOVO;2021-11-24 17:13:55.000;11;N;1684;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;0;N;NULL;C;2018-06-01 00:00:00.000;NULL;N;NULL;S;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;S;N;N;NULL;NULL;0;NULL;NULL;NULL;G;NULL;CA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;S;NULL;NULL;NULL;NULL;NULL;NULL
11;39OLD;BP451BG;I;S;SCANIA R164/480;TR;SC;NI;NULL;02;SE;81;NULL;NULL;NULL;F;1150;2001-01-03 00:00:00.000;2001-01-03 00:00:00.000;NULL;NULL;NULL;NULL;NULL;XLER4X20004444674;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;S;S;SCANIA;A;NULL;NULL;NULL;NULL;NULL;NULL;S;S;700.00;0.00;200.00;0.00;0.00;NULL;NULL;S;2001-01-03 00:00:00.000;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;ALCOA ALLUMINIO;BIANCO;NULL;NULL;NULL;N;NULL;N;N;S;R;NULL;2003-04-05 00:00:00.000;NULL;NULL;3.00;5;S;2005-08-04 00:00:00.000;VENDITA;SCANIA COMMERCIALE;EURO;41000,00;NULL;NULL;NULL;NULL;169815;NULL;NULL;NULL;NULL;NULL;N;N;N;0,00;NULL;NULL;NULL;CONVERSIONE;2001-12-07 14:26:00.000;STEFANO;2007-03-09 10:48:00.000;11;N;371;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;0;N;NULL;NULL;2001-01-03 00:00:00.000;NULL;S;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;N;N;NULL;NULL;0;NULL;NULL;NULL;G;NULL;CA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;S;NULL;NULL;NULL;NULL;NULL;NULL
11;39OLD1;CP597CR;I;S;Scania r470;TR;SC;NI;NULL;02;NULL;NULL;NULL;NULL;NULL;F;1150;2006-01-02 00:00:00.000;2013-07-01 00:00:00.000;47;10;NULL;NULL;NULL;XLER4X20005134648;NULL;NULL;7300;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;S;S;NULL;A;NULL;NULL;NULL;NULL;NULL;NULL;N;N;625.00;0.00;0.00;0.00;0.00;2.70;3.00;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;LEGA ALCOA;BIANCO;NULL;NULL;NULL;N;NULL;N;N;N;N;NULL;NULL;NULL;M1;3.00;3;S;2014-07-07 00:00:00.000;Vendita OFF.BRENNERO;NULL;NULL;NULL;NULL;NULL;NULL;34361/1017849;M/00074128;NULL;NULL;NULL;NULL;NULL;N;N;N;0,00;NULL;NULL;NULL;STEFANO;2006-01-02 18:27:00.000;PATRIZIA;2014-07-09 09:08:27.000;11;N;959;N;NULL;NULL;00004.00008.00002.00002;2010-10-08 01:12:00.000;2014-05-20 17:48:00.000;NULL;NULL;N;0;N;NULL;3;2006-01-02 00:00:00.000;NULL;S;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;N;N;NULL;NULL;0;NULL;NULL;NULL;G;NULL;CA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;S;NULL;NULL;NULL;NULL;NULL;NULL
11;39OLD2;DX650DC;I;S;SCANIA CV 500 Euro5 + PDF;TR;SC;NN;NULL;02;NULL;NULL;NULL;NULL;NULL;F;1150;2009-10-16 00:00:00.000;2009-10-16 00:00:00.000;50;10;NULL;NULL;368;VLUR4X20009144036;NULL;NULL;7670;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;N;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;N;N;625.00;0.00;0.00;0.00;0.00;NULL;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;N;NULL;N;N;N;N;NULL;NULL;NULL;M1;NULL;5;S;2016-12-18 00:00:00.000;VENDITA;INDUSTRIALCAR;EURO;18000,00;NULL;NULL;NULL;34384/1018146;M/00074128;NULL;NULL;NULL;NULL;NULL;N;N;N;0,00;NULL;NULL;NULL;STEFANO;2009-10-20 09:59:00.000;STEFANOB;2018-12-12 08:59:43.000;11;N;1108;N;NULL;NULL;00004.00008.00002.00002;2010-10-08 01:12:00.000;2014-05-12 12:23:00.000;NULL;NULL;N;0;N;NULL;5;2009-10-16 00:00:00.000;NULL;S;NULL;N;NULL;NULL;NULL;N;NULL;NULL;NULL;NULL;N;N;N;NULL;NULL;0;NULL;NULL;NULL;G;NULL;CA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;S;NULL;NULL;NULL;NULL;NULL;NULL
